<div>53. Rxb6 <br>Was zieht Schwarz? (3..5)</div><img src=8_5p2_1R1k1p1p_8_1P1K4_8_5r1P_8_b_-_-_0_53+oriFalse.svg>	<div>53. .. Kc7 54. Ra6 Kb7 55. Rd6 Kc7<br></div><a href=https://lichess.org/analysis/8/5p2/1R1k1p1p/8/1P1K4/8/5r1P/8_b_-_-_0_53?color=black><br>-0.0(0.4)&gt&gt0.0<br></a><img src=8_2k2p2_3R1p1p_8_1P1K4_8_5r1P_8_w_-_-_5_56+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 53-deep fen MMM2022_23/Barth
<div>Was zieht Weiß? (3..5)</div><img src=8_2r5_5k1p_1RP2pp1_1P1p4_6P1_3K3P_8_w_-_-_1_51+oriTrue.svg>	<div>51. Kd3 {und der Bauer auf d4 ist verloren, denn: } 51. .. Ke5 52. c6+ Kd6 53. Rxf5<br></div><a href=https://lichess.org/analysis/8/2r5/5k1p/1RP2pp1/1P1p4/6P1/3K3P/8_w_-_-_1_51?color=white><br>3.4(0.4)&gt&gt6.5(0.4)<br></a><img src=8_2r5_2Pk3p_5Rp1_1P1p4_3K2P1_7P_8_b_-_-_0_53+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 51-deep fen MMM2022/Pool_Kaviram
<div>Was zieht Weiß? (3..5)</div><img src=8_2r5_8_2P4R_1P1p1k2_3K1p2_7P_8_w_-_-_2_56+oriTrue.svg>	<div>56. Rh4+ {Schwarz ist verloren: } .. Kg5 57. Re4 f2 58. Ke2 Kf5 59. Rxd4<br></div><a href=https://lichess.org/analysis/8/2r5/8/2P4R/1P1p1k2/3K1p2/7P/8_w_-_-_2_56?color=white><br>3.8(0.4)&gt&gt6.7(0.4)<br></a><img src=8_2r5_8_2P2k2_1P1R4_8_4Kp1P_8_b_-_-_0_59+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 56-deep fen MMM2022/Pool_Kaviram
<div>57. .. Rf7 <br>Was zieht Weiß? (5..8)</div><img src=8_5r2_8_2P3k1_1P1pR3_3K1p2_7P_8_w_-_-_6_58+oriTrue.svg>	<div>58. Re1 f2 59. Rf1 Kg4 60. c6 Rc7 61. b5 Kf3 62. Kxd4 Ke2 63. Rxf2 Kxf2 64. Kc5<br></div><a href=https://lichess.org/analysis/8/5r2/8/2P3k1/1P1pR3/3K1p2/7P/8_w_-_-_6_58?color=white><br>3.1(0.4)&gt&gt6.7(0.4)<br></a><img src=8_2r5_2P5_1PK5_8_8_5k1P_8_b_-_-_1_64+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 58-deep fen MMM2022/Pool_Kaviram
<div>1. .. Rb2 <br>Wie ist die Lage für Weiß einzuschätzen? (5..8)</div><img src=K7_P4k2_8_8_8_8_1r6_4R3_w_-_-_1_2+oriTrue.svg>	<div>2. Rc1 Ke7 3. Rc8 Kd6 4. Rb8 Ra2 5. Kb7 Rb2+ 6.Kc8 {Weiß entrinnt seinem Gefängnis und gewinnt bei korrektem Spiel}<br></div><a href=https://lichess.org/analysis/K7/P4k2/8/8/8/8/1r6/4R3_w_-_-_1_2?color=white><br>4.8(0.4)&gt&gt23.0<br></a><img src=1RK5_P7_3k4_8_8_8_1r6_8_b_-_-_10_6+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/223
<div>1. .. Kd7 <br>Wie ist die Lage für Weiß einzuschätzen? (5..8)</div><img src=K1R5_P2k4_8_8_8_8_1r6_8_w_-_-_5_2+oriTrue.svg>	<div>2. Rb8 Ra2 3. Kb7 Rb2+ 4. Ka6 Ra2+ 5. Kb6 Rb2+ 6. Kc5 {Weiß stürmt zum schwarzen Turm und gewinnt}<br></div><a href=https://lichess.org/analysis/K1R5/P2k4/8/8/8/8/1r6/8_w_-_-_5_2?color=white><br>49.5&gt&gt16.0<br></a><img src=1R6_P2k4_8_2K5_8_8_1r6_8_b_-_-_14_6+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/223
<div>1. Rb7+ <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=K7_PR1k4_8_8_8_8_r7_8_b_-_-_8_1+oriFalse.svg>	<div>1. .. Kc8 {Remis. Nur 1. Kb7 gewinnt}<br></div><a href=https://lichess.org/analysis/K7/PR1k4/8/8/8/8/r7/8_b_-_-_8_1?color=black><br>20.0&gt&gt0.0<br></a><img src=K1k5_PR6_8_8_8_8_r7_8_w_-_-_9_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/223
<div>1. .. Rh2 <br>Wie ist die Lage für Weiß einzuschätzen? (5..8)</div><img src=K7_P1k5_8_8_8_8_7r_R7_w_-_-_8_2+oriTrue.svg>	<div>1. Rc1+ Kd7 2. Kb7 Rb2+ 3. Ka6 Ra2+ 4. Kb6 Rb2+ 5. Kc5 Ra2 6. Rh1 Kc8 7. Rh7 Ra1 {Remis. Weiß kann keinen Fortschritt erringen}<br></div><a href=https://lichess.org/analysis/K7/P1k5/8/8/8/8/7r/R7_w_-_-_8_2?color=white><br>0.0&gt&gt0.1<br></a><img src=2k5_P6R_8_2K5_8_8_8_r7_w_-_-_22_9+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/224
<div>1. Rc4 <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=K7_P2k4_8_8_2R5_8_7r_8_b_-_-_25_1+oriFalse.svg>	<div>1. .. Rb2 {Remis. Weiß kann keinen Fortschritt erringen}<br></div><a href=https://lichess.org/analysis/K7/P2k4/8/8/2R5/8/7r/8_b_-_-_25_1?color=black><br>0.2&gt&gt0.0<br></a><img src=K7_P2k4_8_8_2R5_8_1r6_8_w_-_-_26_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/224
<div>1. .. Rh2 <br>Wie ist die Lage für Weiß einzuschätzen? (3..5)</div><img src=1R1K4_P7_3k4_8_8_8_7r_8_w_-_-_36_2+oriTrue.svg>	<div>2. Rb6+ Kc5 3. Rc6+ Kxc6 4. a8Q+<br></div><a href=https://lichess.org/analysis/1R1K4/P7/3k4/8/8/8/7r/8_w_-_-_36_2?color=white><br>22.0&gt&gt14.0<br></a><img src=Q2K4_8_2k5_8_8_8_7r_8_b_-_-_0_4+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/225
<div>1. .. Rb2 <br>Wie ist die Lage für Weiß einzuschätzen? (5..8)</div><img src=K7_P3k3_8_8_8_8_1r6_3R4_w_-_-_1_2+oriTrue.svg>	<div>2. Rh1 Kd7 3. Rh8 Kc7 4. Rb8 Rh2 5. Rb7+ Kc8 6. Rb1 Rc2 {Remis. Weiß kann keinen Fortschritt erzielen}<br></div><a href=https://lichess.org/analysis/K7/P3k3/8/8/8/8/1r6/3R4_w_-_-_1_2?color=white><br>0.0&gt&gt0.0<br></a><img src=K1k5_P7_8_8_8_8_2r5_1R6_w_-_-_11_7+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/227
<div>1. Rb1 <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=K1k5_P7_8_8_8_8_7r_1R6_b_-_-_10_1+oriFalse.svg>	<div>1. .. Rc2 {Remis. Weiß kann keinen Fortschritt erzielen}<br></div><a href=https://lichess.org/analysis/K1k5/P7/8/8/8/8/7r/1R6_b_-_-_10_1?color=black><br>0.0&gt&gt0.0<br></a><img src=K1k5_P7_8_8_8_8_2r5_1R6_w_-_-_11_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/227
<div>1. .. Kf7 <br>Wie ist die Lage für Weiß einzuschätzen?</div><img src=R7_P4k2_8_8_8_8_6K1_r7_w_-_-_11_2+oriTrue.svg>	<div>2. Rh8<br></div><a href=https://lichess.org/analysis/R7/P4k2/8/8/8/8/6K1/r7_w_-_-_11_2?color=white><br>0.0&gt&gt20.0<br></a><img src=7R_P4k2_8_8_8_8_6K1_r7_b_-_-_12_2+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/231
<div>1. .. Ke7 <br>Wie ist die Lage für Weiß einzuschätzen?</div><img src=R7_4k3_P7_8_8_8_r7_4K3_w_-_-_14_2+oriTrue.svg>	<div>2. a7 {Weiß gewinnt. Schwarz kann nur auf g7 und h7 Remis halten}<br></div><a href=https://lichess.org/analysis/R7/4k3/P7/8/8/8/r7/4K3_w_-_-_14_2?color=white><br>0.0&gt&gt21.0<br></a><img src=R7_P3k3_8_8_8_8_r7_4K3_b_-_-_0_2+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/232
<div>1. a7 <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=R7_P5k1_5r2_2K5_8_8_8_8_b_-_-_0_1+oriFalse.svg>	<div>1. .. Ra6<br></div><a href=https://lichess.org/analysis/R7/P5k1/5r2/2K5/8/8/8/8_b_-_-_0_1?color=black><br>0.0&gt&gt0.0<br></a><img src=R7_P5k1_r7_2K5_8_8_8_8_w_-_-_1_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/232
<div>1. Kd5 <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=R7_6k1_P4r2_3K4_8_8_8_8_b_-_-_44_1+oriFalse.svg>	<div>1. Rb6 {Remis. Schwarz bleibt auf der 6ten Reihe, damit Weiß Turm weiterhin babysitten muss}<br></div><a href=https://lichess.org/analysis/R7/6k1/P4r2/3K4/8/8/8/8_b_-_-_44_1?color=black><br>0.0&gt&gt0.0<br></a><img src=R7_6k1_Pr6_3K4_8_8_8_8_w_-_-_45_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/233
<div>1. .. Rf6 <br>Wie ist die Lage für Weiß einzuschätzen?</div><img src=R7_6k1_P4r2_4K3_8_8_8_8_w_-_-_47_2+oriTrue.svg>	<div>2. Rg8+<br></div><a href=https://lichess.org/analysis/R7/6k1/P4r2/4K3/8/8/8/8_w_-_-_47_2?color=white><br>0.0&gt&gt9.0<br></a><img src=6R1_6k1_P4r2_4K3_8_8_8_8_b_-_-_48_2+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/233
<div>1. Kf1 <br>Wie ist die Lage für Schwarz einzuschätzen? (3..5)</div><img src=R7_6k1_P7_8_8_8_r7_5K2_b_-_-_47_1+oriFalse.svg>	<div>1. .. Ra5 {Schwarz hält Remis} 2. Ke2 Re5 3. Kd3 Re6 4. Kc4 Rf6 {Schwarz zwingt Schwarz Turm zum Babysitten}<br></div><a href=https://lichess.org/analysis/R7/6k1/P7/8/8/8/r7/5K2_b_-_-_47_1?color=black><br>2.8&gt&gt0.0<br></a><img src=R7_6k1_P4r2_8_2K5_8_8_8_w_-_-_54_5+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/234
<div>1. Kf1 <br>Wie ist die Lage für Schwarz einzuschätzen? (5..8)</div><img src=1R6_6k1_1P6_8_8_8_1r6_5K2_b_-_-_53_1+oriFalse.svg>	<div>1. .. Kf7 {Schwarz hält Remis} 2. Ke1 Ke7 3. b7 Kd7 4. Rh8 Rxb7 5. Rh7+ Kc8 {Weiß König könnte zu Schwarz Turm und dann zu seinem Freibauern laufen und dahinter verstecken. Schwarz König nutzt seinen Vorsprung und läuft zum Bauern}<br></div><a href=https://lichess.org/analysis/1R6/6k1/1P6/8/8/8/1r6/5K2_b_-_-_53_1?color=black><br>0.0&gt&gt0.0<br></a><img src=2k5_1r5R_8_8_8_8_8_4K3_w_-_-_2_6+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/236
<div>1. b7 <br>Wie ist die Lage für Schwarz einzuschätzen? (3..5)</div><img src=1R6_1P3k2_8_8_8_8_1r6_5K2_b_-_-_0_1+oriFalse.svg>	<div>1. .. Kg7 {Schwarz hält Remis} 2. Ke1 Kh7 3. Kd1 Kg7 4. Kc1 Rb6 {Nachdem Weiß Bauer vorgezogen wurde reicht es aus, dass Schwarz König auf g7/h7 bleibt und der Turm auf der b Linie. Erreicht den Turm Weiß König, dann zieht er auf die Grundlinie, um von dort aus Schachs zu geben}<br></div><a href=https://lichess.org/analysis/1R6/1P3k2/8/8/8/8/1r6/5K2_b_-_-_0_1?color=black><br>0.0&gt&gt0.0<br></a><img src=1R6_1P4k1_1r6_8_8_8_8_2K5_w_-_-_7_5+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/236
<div>1. .. Ke6 <br>Wie ist die Lage für Weiß einzuschätzen? (8..13)</div><img src=6r1_8_4k3_6P1_6K1_8_5R2_8_w_-_-_15_2+oriTrue.svg>	<div>2. Kh5 Rh8+ 3. Kg6 Rg8+ 4. Kh6 Rh8+ 5. Kg7 Rh1 6. g6 Rg1 7. Kh7 Rh1+ 8. Kg8 Rg1 9. g7 {Weiß gewinnt. Schwarz König ist abgeschnitten}<br></div><a href=https://lichess.org/analysis/6r1/8/4k3/6P1/6K1/8/5R2/8_w_-_-_15_2?color=white><br>4.4(0.4)&gt&gt5.5<br></a><img src=6K1_6P1_4k3_8_8_8_5R2_6r1_b_-_-_0_9+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/237
<div>1. .. Kf6 <br>Wie ist die Lage für Weiß einzuschätzen? (3..5)</div><img src=6K1_6P1_5k2_8_8_8_4R3_6r1_w_-_-_3_2+oriTrue.svg>	<div>2. Kf8 Rxg7 3. Rf2+ Kg6 4. Rg2+ {Weiß gewinnt, da Schwarz König auf der langen Seite des Brettes den Schachs von Schwarz Turm im Weg steht}<br></div><a href=https://lichess.org/analysis/6K1/6P1/5k2/8/8/8/4R3/6r1_w_-_-_3_2?color=white><br>21.0&gt&gt16.0<br></a><img src=5K2_6r1_6k1_8_8_8_6R1_8_b_-_-_3_4+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/237
<div>1. Rf2 <br>Wie ist die Lage für Schwarz einzuschätzen? (2..3)</div><img src=6r1_4k3_8_6P1_6K1_8_5R2_8_b_-_-_5_1+oriFalse.svg>	<div>1. .. Rf8 Ra2 2. Kf7 {Remis. Schwarz König gelangt vor den Bauern}<br></div><a href=https://lichess.org/analysis/6r1/4k3/8/6P1/6K1/8/5R2/8_b_-_-_5_1?color=black><br>0.1(0.4)&gt&gt0.0<br></a><img src=5r2_5k2_8_6P1_6K1_8_R7_8_w_-_-_8_3+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/238
<div>1. Rc1 <br>Wie ist die Lage für Schwarz einzuschätzen? (5..8)</div><img src=3r4_8_1k6_3P4_3K4_8_8_2R5_b_-_-_10_1+oriFalse.svg>	<div>1. .. Rh8 2. d6 Rh4+ 3. Ke5 Rh5+ 4. Kf6 Rh6+ 5. Ke7 Rh7+ 6. Kf8 Rd7 {Remis, da sich Schwarz König auf der kurzen Seite des Brettes befindet und so nicht den Schachs durch Schwarz Turm im Wege steht}<br></div><a href=https://lichess.org/analysis/3r4/8/1k6/3P4/3K4/8/8/2R5_b_-_-_10_1?color=black><br>0.1(0.4)&gt&gt0.0<br></a><img src=5K2_3r4_1k1P4_8_8_8_8_2R5_w_-_-_9_7+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/239
<div>1. .. Re8 <br>Wie ist die Lage für Weiß einzuschätzen?</div><img src=4r3_8_2k5_4P3_8_4K3_8_3R4_w_-_-_1_2+oriTrue.svg>	<div>2. Ke4 {Weiß gewinnt. Sein Bauer befindet sich auf der 5ten Reihe und Schwarz König ist auf der langen Brettseite abgeschnitten}<br></div><a href=https://lichess.org/analysis/4r3/8/2k5/4P3/8/4K3/8/3R4_w_-_-_1_2?color=white><br>0.0&gt&gt6.1<br></a><img src=4r3_8_2k5_4P3_4K3_8_8_3R4_b_-_-_2_2+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/240
<div>1. e6 <br>Wie ist die Lage für Schwarz einzuschätzen? (3..5)</div><img src=8_8_2k1P3_8_r7_4K3_8_3R4_b_-_-_0_1+oriFalse.svg>	<div>1. .. Kc7 2. Rd7+ Kc8 3. Rh7 Kd8<br></div><a href=https://lichess.org/analysis/8/8/2k1P3/8/r7/4K3/8/3R4_b_-_-_0_1?color=black><br>0.0&gt&gt0.0<br></a><img src=3k4_7R_4P3_8_r7_4K3_8_8_w_-_-_5_4+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/240
<div>1. e7 <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=8_2k1P3_8_8_r7_4K3_8_3R4_b_-_-_0_1+oriFalse.svg>	<div>1. .. Ra8 {Remis. Schwarz Turm gelangt nach e8}<br></div><a href=https://lichess.org/analysis/8/2k1P3/8/8/r7/4K3/8/3R4_b_-_-_0_1?color=black><br>0.0&gt&gt0.0<br></a><img src=r7_2k1P3_8_8_8_4K3_8_3R4_w_-_-_1_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/240
<div>1. Rd1 <br>Wie ist die Lage für Schwarz einzuschätzen? (2..3)</div><img src=2k5_8_4P3_8_r7_4K3_8_3R4_b_-_-_4_1+oriFalse.svg>	<div>1. .. Ra6 2. e7 Re6+<br></div><a href=https://lichess.org/analysis/2k5/8/4P3/8/r7/4K3/8/3R4_b_-_-_4_1?color=black><br>0.0&gt&gt0.0<br></a><img src=2k5_4P3_4r3_8_8_4K3_8_3R4_w_-_-_1_3+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/240
<div>1. e5 <br>Wie ist die Lage für Schwarz einzuschätzen? (2..3)</div><img src=r7_8_2k5_4P3_8_4K3_8_3R4_b_-_-_0_1+oriFalse.svg>	<div>1. .. Ra4 2. Rd6+ Kc7 {Remis. Weiß ohne gute Fortsetzung. Schwarz Turm schneidet Weiß König von seinem Bauern ab}<br></div><a href=https://lichess.org/analysis/r7/8/2k5/4P3/8/4K3/8/3R4_b_-_-_0_1?color=black><br>0.0&gt&gt0.0<br></a><img src=8_2k5_3R4_4P3_r7_4K3_8_8_w_-_-_3_3+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/240
<div>1. Kf4 <br>Wie ist die Lage für Schwarz einzuschätzen? (3..5)</div><img src=r7_8_2k5_8_4PK2_8_8_3R4_b_-_-_12_1+oriFalse.svg>	<div>1. .. Rf8+ 2. Kg5 Re8 3. Kf5 Rf8+ {Spielt Schwarz genau, dann Remis}<br></div><a href=https://lichess.org/analysis/r7/8/2k5/8/4PK2/8/8/3R4_b_-_-_12_1?color=black><br>0.0&gt&gt0.1<br></a><img src=5r2_8_2k5_5K2_4P3_8_8_3R4_w_-_-_17_4+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/240
<div>1. .. Rg8+ <br>Wie ist die Lage für Weiß einzuschätzen? (2..3)</div><img src=6r1_8_2k5_6K1_4P3_8_8_3R4_w_-_-_15_2+oriTrue.svg>	<div>2. Kf6 Rf8+ 3. Ke7<br></div><a href=https://lichess.org/analysis/6r1/8/2k5/6K1/4P3/8/8/3R4_w_-_-_15_2?color=white><br>0.0&gt&gt5.6<br></a><img src=5r2_4K3_2k5_8_4P3_8_8_3R4_b_-_-_18_3+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/240
<div>1. .. Rh8 <br>Wie ist die Lage für Weiß einzuschätzen? (3..5)</div><img src=7r_8_2k2K2_8_4P3_8_8_3R4_w_-_-_17_2+oriTrue.svg>	<div>2. e5 Rh6+ 3. Kg5 Re6 4. Kf5 Re8 5. e6<br></div><a href=https://lichess.org/analysis/7r/8/2k2K2/8/4P3/8/8/3R4_w_-_-_17_2?color=white><br>7.8&gt&gt6.8(0.4)<br></a><img src=4r3_8_2k1P3_5K2_8_8_8_3R4_b_-_-_0_5+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/240
<div>1. .. Re8 <br>Wie ist die Lage für Weiß einzuschätzen?</div><img src=4r3_8_2k2K2_8_4P3_8_8_3R4_w_-_-_17_2+oriTrue.svg>	<div>2. e5<br></div><a href=https://lichess.org/analysis/4r3/8/2k2K2/8/4P3/8/8/3R4_w_-_-_17_2?color=white><br>7.8&gt&gt7.0<br></a><img src=4r3_8_2k2K2_4P3_8_8_8_3R4_b_-_-_0_2+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/240
<div>1. Rd1 <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=r7_2k5_8_8_4P3_4K3_8_3R4_b_-_-_17_1+oriFalse.svg>	<div>1. .. Rd8 {Remis. Oder Kc6, aber das ist komplizierter}<br></div><a href=https://lichess.org/analysis/r7/2k5/8/8/4P3/4K3/8/3R4_b_-_-_17_1?color=black><br>0.1(0.4)&gt&gt0.0<br></a><img src=3r4_2k5_8_8_4P3_4K3_8_3R4_w_-_-_18_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/241
<div>1. .. Re8 <br>Wie ist die Lage für Weiß einzuschätzen? (3..5)</div><img src=4r3_2k5_6K1_8_4P3_8_8_3R4_w_-_-_25_2+oriTrue.svg>	<div>2. Rd4 Kc6 3. Kf7 Re5 4. Kf6 Re8 5. e5<br></div><a href=https://lichess.org/analysis/4r3/2k5/6K1/8/4P3/8/8/3R4_w_-_-_25_2?color=white><br>49.5&gt&gt6.0<br></a><img src=4r3_8_2k2K2_4P3_3R4_8_8_8_b_-_-_0_5+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/241
<div>1. Ke5 <br>Wie ist die Lage für Schwarz einzuschätzen? (3..5)</div><img src=5r2_8_2k5_3RK3_4P3_8_8_8_b_-_-_23_1+oriFalse.svg>	<div>1. .. Re8+ 2. Kd4 Re7 3. e5 Rd7<br></div><a href=https://lichess.org/analysis/5r2/8/2k5/3RK3/4P3/8/8/8_b_-_-_23_1?color=black><br>0.0&gt&gt0.0<br></a><img src=8_3r4_2k5_3RP3_3K4_8_8_8_w_-_-_1_4+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/242
<div>1. Kg4 <br>Wie ist die Lage für Schwarz einzuschätzen? (3..5)</div><img src=5r2_8_2k5_3R4_4P1K1_8_8_8_b_-_-_23_1+oriFalse.svg>	<div>1. .. Re8 2. Kf4 Rf8+ 3. Rf5 Ra8 {Remis. Spielt Schwarz genau}<br></div><a href=https://lichess.org/analysis/5r2/8/2k5/3R4/4P1K1/8/8/8_b_-_-_23_1?color=black><br>0.0&gt&gt0.0<br></a><img src=r7_8_2k5_5R2_4PK2_8_8_8_w_-_-_28_4+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/242
<div>1. e5 <br>Wie ist die Lage für Schwarz einzuschätzen?</div><img src=r7_8_2k5_4PR2_5K2_8_8_8_b_-_-_0_1+oriFalse.svg>	<div>1. .. Kd7 {Remis. Spielt Schwarz genau}<br></div><a href=https://lichess.org/analysis/r7/8/2k5/4PR2/5K2/8/8/8_b_-_-_0_1?color=black><br>0.0&gt&gt0.0<br></a><img src=r7_3k4_8_4PR2_5K2_8_8_8_w_-_-_1_2+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/242
<div>1. Rf7 <br>Wie ist die Lage für Schwarz einzuschätzen? (2..3)</div><img src=r7_5R2_2k5_8_4PK2_8_8_8_b_-_-_29_1+oriFalse.svg>	<div>1. .. Kd6 2. Kf5 Ra5+ {Remis. Spielt Schwarz genau}<br></div><a href=https://lichess.org/analysis/r7/5R2/2k5/8/4PK2/8/8/8_b_-_-_29_1?color=black><br>0.0&gt&gt0.0(0.4)<br></a><img src=8_5R2_3k4_r4K2_4P3_8_8_8_w_-_-_32_3+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/242
<div>1. Kf5 <br>Wie ist die Lage für Schwarz einzuschätzen? (3..5)</div><img src=r7_5R2_3k4_5K2_4P3_8_8_8_b_-_-_31_1+oriFalse.svg>	<div>1. .. Ra5+ 2. Kf6 Re5 3. Rd7+ Kxd7 4. Kxe5 Ke7<br></div><a href=https://lichess.org/analysis/r7/5R2/3k4/5K2/4P3/8/8/8_b_-_-_31_1?color=black><br>0.0(0.4)&gt&gt0.0<br></a><img src=8_4k3_8_4K3_4P3_8_8_8_w_-_-_1_5+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/242
<div>1. Re1 <br>Wie ist die Lage für Schwarz einzuschätzen? (2..3)</div><img src=6r1_8_8_3k4_6P1_6K1_8_4R3_b_-_-_2_1+oriFalse.svg>	<div>1. .. Kd6 2. Re4 Kd5<br></div><a href=https://lichess.org/analysis/6r1/8/8/3k4/6P1/6K1/8/4R3_b_-_-_2_1?color=black><br>0.1(0.4)&gt&gt0.0<br></a><img src=6r1_8_8_3k4_4R1P1_6K1_8_8_w_-_-_5_3+oriFalse.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 1-deep fen Silman2008/Diagramm/243
<div>1. .. Kd7 <br>Wie ist die Lage für Weiß einzuschätzen? (3..5)</div><img src=6r1_3k4_8_8_4R1P1_6K1_8_8_w_-_-_5_2+oriTrue.svg>	<div>2. Kh4 Rh8+ 3. Kg5 Rg8+ 4. Kf6 Rf8+ 5. Kg7<br></div><a href=https://lichess.org/analysis/6r1/3k4/8/8/4R1P1/6K1/8/8_w_-_-_5_2?color=white><br>0.0&gt&gt6.7(0.4)<br></a><img src=5r2_3k2K1_8_8_4R1P1_8_8_8_b_-_-_12_5+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 Endgames Endgames/Rooks 2-deep fen Silman2008/Diagramm/243
